L1,Proficiency,Text,level
Japanese,Upper beginner,"Chaplin fuma el cigarrillo.Me sorprendió. <br/> Pero los cigarrrilos son malos para el niño. <br/> La mujer tenia miendo. <br/> Porque ella es fuerte. <br/> Este video es interesante. <br/> Cuando era pequeña,Me gustaba Chaplin.",A2
English,Upper beginner,"Yo vivo en Lafayette, Indiana. Es muy buena ciudad. Yo tengo dieciocho años, y yo vivo aqui para dieciocho añ os. Mi casa es grande. Es blanco y tiene tres dormitorios. Tengo un perro tambien. Mi hermana tiene vienticinco anos. Ella viva en Washington D.C. Viva en el apartamiento. Yo voy a la escuela de Central Catholic. Yo estoy en el ultimo año. Yo voy al la escuela en una carro. Yo iré a Purdue en el otono. No se que quiero a estudiar. En mi ciudad, mis amigos son divertad. Nosotros miramos las peliculas, jugamos al baloncesto y miramos al béisbol. Vamas a tiendas. Yo juego al baloncesto para Central Catholic. No es aburrido. El tiempo es muy diferente. Hay una lluvia y una nieva. Esta muy frio en el invierno. En El verano, hace calor. Hay muchos nubes. no hay la playa en Lafayette pero hay muchos árboles. Tenemos muchos animales en nos ciudad. Hay los perros y los gatos. Mis amigos y yo encantamos a cantar y bailar. Me encanta a comer tambien. Mi restaurantes favoritos son El Meson, O'Charleys, y Texas roadhouse. Me gusta Penn Station y Arby's tambien. Mis peliculas favoritas son Love and Basketball y One tree Hill. Me gusta Man on Fire, Sweet Home Alabama, y Mi celebridad favorito es james Lafferty porque es muy guapo. Yo tendré un gato, un hampster, y un conejo porque ellos muerto. Yo tengo tres mejores amigas. Ellos son Jessica, Kinsey, y Megan. Jessica y Kinsey jugamos al baloncesto con mi. Megan juego al béisbol. Ellos son muy guapas. Jessica es rubia. Kinsey y megan son morenas. Todos mis amigas son delgadas. Tenemos otros amigos. Ellos son Tom, Mikey, y Shon. Tom y Shon van a Ivy Tech y estan en su primero año de univercidad. Tom y Shon son altos. Ellos son morenos. Mikey fue moreno pero el es rubio ahora. Él es muy bajo. Mikey va a Purdue. Ellos son muy simpaticos. Mi asignatura favorita en la escuela es el arte y las matematicas. Yo quiero graduar en la primavera. Anoche, nuestro equipo de al baloncesto jugamos en un partido. Ganamos. Hay un partido de muchachos a noche. Después de el partido, Kinsey, Megan, Jess, Tom, Mikey, y yo irémos a una pelicula. Dru es un amigo de mi tambien. Juega al baloncesto. Él es muy bueno. Mi comidos favoritos son hamburguesas. My bebido favorito es una coca-cola de cereza. Mi colour favorite es azul. Yo soy morena. Yo tengo ojos de verdes. Yo soy flaca y baja. Mi madre y mi padre son moreno y bajo. Mi madre es una profesora as St. Lawrence. Mi padre trabaja en una fabrica. Mi hermana trabaja cerca de La Casa de Blanca. Ella va a trabajar en el metro. Yo comí a McCallisters semana pasada con Kinsey, Payton, Megan, Tom, Brandon, y Mikey. Después, nosotros fuemos a la casa de Megan. Es muy divertad. Esta muy frio en Indiana ahora. Hay muchos nieves. Anoche, yo fui al partido de futbol. Animanos para Tom.",A2
English,Upper beginner,"Lo siento, pero es necessito before empezo para me hablo that me espanol es muy malo.  <br/>   <br/>  Anyways, La region donde yo vivo es near un ciduad poco called Barnesville, Georgia. Barnesville es located about 50 miles sol de Atlanta, Georgia which es un ciduad grande. Barnesville es un poco, quiet ciduad en el country donde el fields y pastures es grande. Muy verde. Burros, broncos, cows, sheep son todos common. Personas viva quietly. Barnesville es un place bueno a raise children. Todos personas vamos a church regular.  <br/>   <br/>  Los policia aqui son muy malo y muy stupido. Pinche policia always trabajan a find chicos joven a give ellos un tiempo deficil. Yo deseo para los policia a son mas simpatico.  <br/>   <br/>  Son las 50% personas blanco y 50% personas negros en la region donde vivo. No problemas. Most personas son muy simpatico. However, son las unas personas who are still racist. <br/>   <br/>  No me comprendo mas hablo. Yo comprendo a es necessito tengo 500 words minimum, pero es no posible para me escribo mas.",A2
English,Upper beginner,Brett Farve juego la football americana. Yo encanta football americana. Favre es un quarterback. Favre es grande tambien. Yo miro Favre en la tele. Favre hago dolares mucho. Su hermano tiene cancer.  <br/>  Las vacaciones pasadas que fui encendido estaban a Belice. Era un viaje del misionario. Pasamos allí el verano separar la palabra sobre Jesús. Ayudamos a la gente a venir conocer al señor y vivir en su gloria. Esperanzadamente ella continuará teniendo una relación con Cristo. Fui con un grupo en Madison. Era un viaje del misionario de la juventud y nos entrenaron antes de que nos fuéramos. Era un campo del cargador de la biblia nosotros todo el tenido que para pasar. Hice a tan muchos amigos allí. Deseo ir detrás este verano próximo a viajar a otro lugar y para aprender todos sobre la gente y las diversas culturas. Espero que sea Nepal.,A2
English,Upper beginner,"Julia Roberts es mi favorita persona famosa. Julia Roberts es muy talentosa. Ella es muy inteligente y muy bonita. Julia Roberts es muy delgada y muy alta. Julia Roberts es joven tambien. Julia Roberts es de Georgia. Julia Roberts es actriz y muy rica. Julia Roberts es republicana y comica. Julia Roberts balimos con sus amigos. Julia Roberts es elegante en la pelicula Mona Lisa Smile. En la pelicula Julia Roberts es profesora y muy dificil. Ella estudia la Facultad de Arte. Julia Roberts tiene el novio en la pelicula. En la pelicula, Julia Roberts ayuda los estudiantes. Julia Roberts ensena los estudiantes. Me gusta Julia Roberts y todos las peliculas. Mis pelicula favorita de Julia Roberts es Erin Brockovich. En la pelicula Julia Roberts es dificil y medio. En la pelicula Julia Roberts es brillante. Julia Roberts es liberal y democrata en la pelicula. En la pelicula Oceans 11, Julia Roberts es muy elegante. En la pelicula, Julia Roberts es divorciada y tiene nuevo novio. Ella novio es guapo y muy rico. En esta pelicula, Julia Roberts es inteligente tambien. En la pelicula My best Friend Wedding, Julia Roberts baila con sus amigos. Julia Roberts es muy bonita en la pelicula. Julia Roberts es muy trabajadora. Julia Roberts es muy favorita persona famosa.",A2
English,Upper beginner,"Jamie Foxx es un famosa persona. Es en muchos peliculas. Es en Any Given Sunday, Collateral, Ray, Miami Vice y mucho mas. El verdadero nombre es Eric Bishop. Es de Texas. Es actor,es cantaro, y comedia. El disco es ""Unprededictable."" El trabajo con Al Pacino , LL Cool J, Regina King, Will Smith, Tom Cruise, Colin Ferrell y Tommy Davidson en peliculas. En la musica el trabajo con Kanye West, Ludacris, Game, Snoop Dogg, Mary J. Blige, T.I., y Twista.",A2
English,Upper beginner,Yo vevo in Atlanta. Atlanta es muy bonita. Vevo in Atlanta diaz anos. Me gusta Atlanta.,A2
Japanese,Upper beginner,Este film blanco y negro. Este homble es Chaplin.Le es goapo y negro perro. <br/> Y se fumar tabako.Chaplin es  corto. Chaplin es comediam.  Se fuma tabako.Se has encontado  a bebe. Chaplin no lo sé . Chaplin has encontado este bebe a madre. <br/> Madre se enfadad. Chapulin escapa de madre. Madre es un poca mal. Madre tiene un bebe.Policía es muy enfadad.Policía es alto.Chaplin a vas tener este bebe.,A2
English,Upper beginner,Una persona famosa en mí pais es Tim Matheson. Él es un actor y yo soy escribamos él porque él por el same mellamo es mí. Tim Matheson es en él cinqento años. Él un actor para mucho años y en mucho movies. Mí favortio movie que él en es casa animal.,A2
English,Upper beginner,El video era sobre los viejos tiempos. El hombre bien vestido encontro un bebe junto a la basura. El selecto arriba el bebe y probado a encontrar un seguro el lugar a dejarlo. Despues de que el encontro una carta que la madre se fue porque ella ya no puede cuidar del bebe. El hombre decidio quedarse con el bebe y cuidar de lo. i do not know what else to write. i already did my best with the previous sentences i wrote.,A2
English,Upper beginner,Recientemente he visto la película The Condemned. Esta película es muy enérgico y violento. Steve Austin es decir de carácter muy fuerte y hará cualquier cosa para permanecer en la isla. Hay diez hombres en la isla y el último el de sobrevivir gana el juego y se puesto en libertad. De todos los hombres y las mujeres en la isla son asesinos y violadores que se enfrentan a la pena de muerte.,A2
English,Upper beginner,Soy de los Estados Unidos de Chicago. La cuidad de Chicago es las mas excelente cuidad. Vivo al lado de lo lago en la muy grande casa. La cuidad de chicago es fonomenial para tourismo porque esta no caro. Las gentes es muy simpatico tambien. Hay muy interesante y emoncionante cosas a hacer. Me gusto la cuidad de Chicago porpue esta muy bonito y tambien esta mi cuidad. La cuidad de Chicago es la casa de los Chicago Cubs y Chicago Whitesox beisbol pelota equipos. La cuidad de Chicago es fenomenal lugar comer tambien. Las resturantes en Chicago son no caro y tienes muy buen comida. La cuidad de Chicago tienes muy buen hotel. La cuidad de Chicago es en el norte oeste region de la pais. La cuidad de Chicago es muy frio en el invierno y muy fresco en el verano. En el invierno esta divertido jugar en la nieve. En el verano jugamos baloncesto y nadar en el lago. En la cuidad de Chicago el gentes es muy variado. Hay muchos lantinos y Africanos y algun Asiaticos. La cuidad de Chicago es la casa de muy bonita arte. Mirar el arte visitar el museo de Chicago Cultura.,A2
English,Upper beginner,"Mi nombre es Katie Taylor. Yo tengo venti años! Yo vivo en la región sur de Estados Unidos. Vivo en Atlanta. La cuidad es muy grande y bonita. Mi universidad es Georgia State. Georgia State Universidad es cerca la capitol de Atlanta.La univsersidad es muy grande con mucho estudiantes. Estudio Communicaciones a Georgia State Universidad. Tengo cinco clases. Mis clases es muy dificil. Yo voy a clases lunas thru jueves!!  <br/>   Yo vivo en Atlanta y soy de Peachtree City, Georgia. Peachtree City donde es sur de Atlanta. La cuidad es smaller than Atlanta. Peachtree City tiene dos high schools, dos middle schools y cinco elementary schools. Mi hermana estudiante a McIntosh High School. Mi madra y padre tienen un hijo y dos hijas! Mi hermana es Libby y mi hermano es Christopher.",A2
Japanese,Upper beginner,"Un hombre que se pone cap. Es muy bajo, no es guapo y tiene el pelo corto. Un hombre pasea una calle, encuentra un chico. Un chico de padres, no sé . Encuentra una mujer tengo una chica que muy pequeña. Un hombre busca un chico de padres. Pero no busca sus padres. Cuand busca sus padres, se encuentra con policemen. El policemen duda un hombre porque un hombre es no un chico de padre.",A2
Japanese,Upper beginner,No creo que bien ponga la bebé. Su padres donde ahora. Pero La paz mal parece seguridad. Así que pensé si era difícil plantearlo.Espero que la bebé muy feliz y entorno mejor. Me alegra que el hombre haya recogido al bebé.  De ahora en adelante no fume.Y persona movimiento eras muy inteligente. Policía es muy guapo.,A2
English,Upper beginner,"Mi ciudad es Tauranga. Tauranga es una ciudad en el este de la Isla Norte de Nueva Zelandia, cerca de la costa. Hay muchas turistas en la región porque hay muchas playas bonitas y una montaña también. Las turistas compran muchos regalos para sus familias en los centros comerciales muy grande e importante. En Tauranga, hay muchos árboles y flores porque hay muchos parques. No hace nieve en invierno porque generalmente hace calor especialmente en verano y primavera. Hace mucho viento en otoño y invierno y normalmente llueve también. Me gusta Tauranga porque es bonita y no hay mucho tráfico. Vivo en un barrio en el sur de la ciudad qué se llama Greerton. Es un barrio tranquilo porque no hay mucha gente. En el fin de semana, voy a la playa con mi familia y caminamos al lado del mar. Enfrente de la playa es un centro comercial el más grande en la ciudad qué se llama Bay Fair. Bay Fair hay muchos restaurantes con comida muy deliciosa. Tauranga hay una monumento de los soldados muertos cerca de la playa porque es importante a la población. La montaña es muy alta y verde con una vista magnifica desde encima. Me gusta ir a la montaña porque es muy hermosa. Tauranga hay muchas atraciones como unas piscinas, trés cines y un estadio. Ayer, visité mis abuelos con mi familia en Mount Maunganui a la izquierda de la playa principal. Sus casa es pequeña pero muy bonita con muchas plantas verdes. Voy a ir a la playa con mis hermanas y nos relajamos. Tauranga no hay un río pero está cerca del Río Ruahihi. Te Puke es un pueblo cerca de Tauranga pero no hay ni tanta gente ni tan atraciones como ésta. Sin embargo, Tauranga no hay tan fruterías como en Te Puke porque Te Puke es la capital de frutas en Nueva Zelandia. Tauranga hay muchas escuelas especialmente muchos colegios. Mi escuela es un colegio femenino y las estudiantes llevan un uniforme porque es práctico pero no es muy confortable. Los profesores son interesantes y buenos. ay casi 1.800 estudiantes desde Nueva Zelandia, Japón y China. Hay un Museo de Arte muy nuevo. Fue abrió en el sábado pasado. Fui al museo en el sábado pasado pero no me gusta los trabajos porque son bastante infantiles. Un festival neócelandés es la Navidad en el veinticinco de diciembre. Toda la familia participa. Los padres ponen regalos para los chicos y los chicos ponen regalos para sus padres y abuelos, por ejemplo, cerámico o una camiseta. Las familias van a la iglesia para una celebración del nacio del Dió. Por la tarde, la familia comen la cena. El primer plato es generalmente sopa y el segundo plato es pollo o carne con verduras. De postre como helado con o sin fruta porque es muy deliciosa. Después de la cena la familia juegan las cartas o alguna otra cosa y hablan. El festival es muy divertido y es un día para la población a relajar.",A2
English,Upper beginner,"Mis Planes Para El Futuro <br/>  Mi llama es Shelbi Albert.  <br/>  Tomo diecisiete anos.  <br/>  Vivo en Lafayette, Indiana. <br/>  Mis planes para el futuro son estudiar en el universidad. Quiero estudiar y vivo en Nuevo York.  <br/>  El universidad me quiero estuidar es Julliard. Julliard es el Colegio para musica.  <br/>  Estudiantes quien quieren cantar, bailar, actuar attenden Julliard.  <br/>  Musica es muy interesante de y Yo quiero major en Musica.  <br/>  Un otro interesa de mi es psycologia.  <br/>  Yo quiero major en psyologia par no attendo Julliard en Nueva York.  <br/>  Yo prefiero estudiar musica en Nuevo York. <br/>  Quiere la ciudad de Nuevo York y prefiero vivir en la cidudad grande.  <br/>  visite a mis amigos en Argentina <br/>  Planeo revolver a Argentina a visitar mis amigos en Buenos Aires en varios anos. <br/>  Ellos me han invitado gastar un ano en Buenos Aires. <br/>  Aquelos mis planes para el futuro!",A2
English,Upper beginner,"Una persona famosa es Britney Spears. Es de Louisiana. Ella es un actríz y cantanta. Ella es bonita y muy trqabajadora. Britney es morena y pequeña con ojos de morrón. Ella es joven teine un babe y ella es embarasada con numero dos! Britney es graciosa y una persona que da. Pues, ahora ella concentra en es una mamá.",A2
English,Upper beginner,"Me llamo Joshua y soy de Atlanta Georgia. Yo voy el Universidad de Georgia State en Atlanta. Yo estudio películas y comunicacíon de broadcasting. Yo trabajo a Hi-Fi Buys a la el Mall of Georgia. Me gusta hugar de fútbol de americano, comer, estudiar, y leer. No me gusto bailar, y trabajar. Me gusto voy a la películas tambien. Me película favorito es Tombstone. Me planes pora el futuro es voy el Nueva York o California y make películas. Yo puedo trabajar para Paramount o Universal studios.",A2
English,Upper beginner,"Vivo en Cedar Rapids, Iowa. En el verano hace muy calor. Necesito gafas de sol y bronceador. En el verano juego muchos deportes en mi tiempo libre, Alguin personas les gusta tomar al sol en el verano aqui. Perro en el inverno hace muy firo y nieva mucho. necesito un jaketa, botas, y gorro. Y en el otono hace fresco. Me gusta otono porque jugeo al futbol americano. Al futbol americano es mi deporte favorito. Perro no me gusta otono cuando nieva termina. Por fin primevera hace fresco tambien. me gusta primevera porque no mas hace frio y cuando la termina hace calor. corro mucho en la primevera porque tengo que ir a la practica de correr. me gusta el estaciones aqui porque nieba, llueve, hace calor, hace fresco, y hace frio.",A2
Portuguese,Upper beginner,Chaplin encuentra un bebé perdido pelas calles de la aldeia. Chaplin no quería el bebé. Y él quería que el bebé fuera con otra madre y el policía andaba vigilando el Chaplin. Pero luego el bebé terminó por quedarse con el Chaplin.,A2
English,Lower intermediate,"Pues tengo muchas planas para mi futura. Acabo de terminar el penúltimo curso de secundaria en mi instituto que tiene unas tres mil alumnas y estudiaba ingles, español, matemáticas, contabilidad, empresa estudia y economía. Estaré estudiando el último curso de secundaria el año que viene. Tengo que estudiar cinco asignaturas y quizás estudie contabilidad, economía, ingles y dos tipos de matemáticas. Lo malo es que no me gustan las matemáticas porque me cuestan mucho trabajo. Por eso debo estudiarlas lo más posible. Cuando termine el instituto querría estudiar algo que tenga que ver con empresariales porque me gustaría ser contadora o economista. Por eso es importante que obtenga muchos títulos en la universidad porque vaya adonde vaya, haga lo que haga necesitaré estos títulos. Disfruto de aprender español. Por lo tanto me gustaría estudiar español en la universidad también. Trabajo en una oficina para ganar dinero para la universidad y según mis profesores esta es una buena oportunidad de ayuda en mi carrera futura. Estudiaré en la universidad que se llama Victoria porque tiene una vida buena para estudiantes, muchos cursos distintos y el año pasado fui a la universidad y me gusté los dormitorios y edificios porque fueron modernos y cómodos. Sin embargo además de eso quiero estudiar en el extranjero, en un país tal como Australia porque podría obtener títulos que son mejor aunque estos pueden ser carísimos para mí. Al terminar la universidad pienso en viajar a Inglaterra y otros lugares en Europa para trabajar donde los sueldos son más grandes. Mientras en Inglaterra viajaré a España por seis o doce meses para aprender la lengua y hablarla perfectamente. Además de eso deseo conocer a fondo la cultura. ¡Qué bien! Si tuviera bastante dinero iría a España mañana. También me gusta ir a Chile porque hace poco veinte alumnos de Chile visitaron a Nueva Zelanda y encontré muchas nuevas personas y tenía mucho divertido. Por lo tanto querría ir a Chile para experimentar vida en un otro país. Creo que viviré en Nueva Zelanda porque el ambiente es limpio y verde y toda mi familia viven aquí. Sin embargo no me gustan vivir en mi cuidad natal porque sería interesante encontrar más personas pero faltaré mi familia mucha. Querría vivir en una cuidad grande, sea cerca de la costa o la montaña, me da igual pero prefiero vivir en el norte da Nueva Zelanda porque el tiempo es más calor. Desearía casarse cuando tengo veintitrés o veinticinco años y tener unos niños lo antes posible porque me gustaría ser una madre joven. Prefiero vivir en una casa grande porque me encantaría tener más de tres niños porque tengo una familia grande ahora que consiste en una madre, un padre, tres hermanas, dos hermanos, un perro y dos gatos. ¡Fíjate! Por eso estaré como al pez en el agua. Deseo muchas de estas planas para mi futura ocurriré y viviré una vida contenta con un puesto exitoso, una familia sana, un marido afectuoso, muchos amigos y un ambiente limpio.",B1
English,Lower intermediate,"Charlie Chaplin caminaba el de día  en la construcción y le arrojaron basura. Luego fuma un cigarrillo y ve al bebé al lado de basura . De una manera divertida, llevo al bebe por la ciudad y le reprocho a una mujer, huyo de un policía pero aun no sabia que hacia con el niño . El final, leyó un documento que le  quedaba al bebé diciendo "" cuídate de este niño huérfano"" y finalmente se preocupo por el niño.",B1
English,Lower intermediate,"Soy de Deland, Florida. Deland es una ciudad pequeño, pero tiene una Universidad y un grande escuela secundaria. La Universidad es de nombre Stetson University y la escuela secundaria es de nombre Deland High School. La escuela secundaria es más grande de la Universidad porque hay solamente una escuela secundaria para Deland y mucha otras ciudades cerca Deland. Asistí Deland High School, pero no quería asistir Stetson University porque mi padre es un profesor allí, y mi madre era una profesora allí también. También, trabajaba allí para dos veranos como un pintor, y por todos, conozco Stetson University demasiado, y quería ir a un otro Universidad que no es tan familiar. Me gusta Deland mucho, y me gusta visitar cuando no tengo clases. Deland es muy cerca de la playa y Orlando, y si no quire hacer algo en Deland, puede ir a los dos lugares interesantes y divertidos. Hay un pocos actividades interesantes en Deland. Puede ir al centro historica de la ciudad y come en restaurantes buenos or ve las edificios históricos. Puede ver al teatro o la teatro historic. Puede puede practicar paracaidismo porque hay un pequeño aeropuerto y “Skydive Deland” cuando muchas personas practicar paracaidismo. Personas viene de todo el mundo para practicar paracaidismo allí. Conozco el hijo de la capitán del equipo nacional noruego paracaidismo allí, porque vienen a “Skydive Deland” para practicar, porque las condiciones son muy bien para practicar paracaidismo. No ve este hijo mucho, pero un poco cuando el equipo de paracaidismo regresa. Fui paracaidismo cuando tuve ocheinta años. Me gusta paracaidismo mucho, y quiero fui un otro vez or otros veces.  <br/>  Cerca Deland son las playas de New Smyrna y Daytona, Orlando, y mucho otras ciudades pequeñas. Me gusta ir a las playas mucho, y la playa de New Smyrna la mayoría de todos porque es más relajante y no hay demasiados toristas. No hay hay olas grandes mucho de la tiempo, pero la playa es divertido. Me gusta hacer de surf cuando hay olas. Cuando no hay olas, me gusta jugar fútball americano, Frisbee y otros juegos. Me gusta salir a navegar en un barco, cuando tengo un barco para navegar. Fui en un barco de mi amigo a la playa un otro vez, pero el barco se rompió. Orlando es divertido unas veces, pero no me gusta mucho. Disney y los otros parques de atracciones son divertidos para unos veces, pero vive cerca de estes y fui a todos muchos veces, porque cuando familia y amigos venía a Deland para visitar todos quiería visitar estes parques de atracciones. Unos de los parques, como “Wet N Wild” y otros son divertidos muchas veces, porque son más interesante y no son solamente para mirar atracciones. Las otras cuidades pequeños cerca Deland son un poco interesante, pero hay muchos bisques y largos y no mucho más. Me gusta todos de éste, pero pienso que personas que no son de allí no les gustan como mucho. Por lo más, Deland es una ciudad muy buena y me gusta vivir y visitar siempre.",B1
Greek,Lower intermediate,Reportera: Hola Enrique!Yo soy muy contenta me encontraso con tu!Que tal tienes? <br/>   <br/>  Enrique:Hola Efi!Yo soy muy bien!Gracias! <br/>   <br/>  Reportera:Como es tu tour? <br/>   <br/>  Enrique:Me encanta la gante en tour.Yo quiero a veo la gente a las partes. <br/>   <br/>  Reportera:Donde va a viajar por la primavera? <br/>   <br/>  Enrique:Yo voy en alonisos en grecia! <br/>   <br/>  Reportera:Pintar ropa es fácil lo difícil? <br/>   <br/>  Enrique:Era algo nuevo para mí.Yo soy entre cottons que no sabe.Yo conozco la gente que me ha ayudado a través de este.Me empeirie entiendo que no hay ninguna ropa que cuesta muy rica. <br/>   <br/>  Reportera:Escucha impactante las cosas para usted? <br/>   <br/>  Enrique:No me encanta ahora y no doy permiso de importancia. <br/>   <br/>  Reportera:¿Cuántos años cantas?  <br/>   <br/>  Enrique:De 20 años. <br/>   <br/>  Reportera:El primer memorial cantas?  <br/>   <br/>  Enrique:No los otro primero senario para un memorial el principio con la gente encanta.,B1
English,Lower intermediate,"Planeo muchas cosas para el futuro. La primero plan es a graduar la universidad con un certificado de Administracion de Negocios. Proximo, yo quiero ser el jefe de mi negocio de música. La música yo planeo hacer será fantastíca. Rock, Reggaeton, Rap, y R&B es la música me gusta. Cuando yo tengo mucho dinero y soy famoso, yo quiero un esposa y niños. Yo quiero un niño y una niña. Mí casa será grande con muchos coches. Deseo básicamente el sueño americano.",B1
Japanese,Lower intermediate,"Cuando Charlie Chaplin caminaba, algo como una piedra cayó.  Intentó fumar y encontró a un bebé durmiendo cerca del bote de basura.  Chaplin abrazó al bebé y lo colocó en el cochecito de una mujer pasaba.Pero no su bebé.",B1
English,Lower intermediate,"Esté composisíon es de una pesona muy famosa y su nombre es Brad Pitt. El es un actor muy famoso de los Estados Unidos y del mundo tambien. Es el actor principal en muchas peliculas que muy popular en muchos paises del mundo. El es americano y los peliculas son americanos pero los existen en otros paises tambien. El es muy guapo y muchas chicas les gusta él. Claro, los hombres les gusta él tambien. Mís peliculas favoritas de Brad Pitt son Fight Club, True Romance, y Interview with the Vampire. <br/>   <br/>  Ahora, la esposa de Brad Pitt es Angelina Jolie. Ella es un actor muy famosa tambien y los dos son muy bonitas. Ellos tienen un hijo nuevo pero yo no se que es su nombre. Angelina tiene otros hijos tambien pero Brad no es sus padre. Angelina y Brad tenían otras esposos en el pasado. Brad tenía un esposa y Angelina tenía dos esposos. A muchas personas la vida de los dos les importa, pero a mí no es importa. Yo creo que ellos son bonitas solamente y me gustan sus peliculas.",B1
English,Lower intermediate,"Durante mis vacaciones hice mucho. Primero, fui a una vacación de casa de barco con mis amigos. Había mucho para hicimos y yo hice todo. Yo esquié muy temprano en la mañana. Un día cuando esquié, dos animales que no eran pescados nadaron en el agua, fue muy interesante. Durante la tarde nadé con mis amigos. Había barcos pequeños y muchas veces mi amigo Caleb y yo competíamos. Yo gané tres veces, él ganó una vez, y una vez no fuimos quien ganó. Muchas veces yo y mi amiga Celina íbamos a la costa para buscar piedras. Encontramos algunas cosas que eran interesantes. Cuando era noche todas las personas cantamos. La comida de mi vacación fue muy sabrosa. Había carnes, perros calientes, pollo, y ensaladas.  <br/>  Después de mi vacación en el lago, fui a una iglesia donde yo cuidé por chicas. Era muy divertido. Tuve trece chicas para una semana. Las actividades durante el día fueron divertidas. Para desayuno yo comí cereal y leche de chocolate. Después todas las personas fueron a la programa de la mañana. Había muchas preguntas de la semana. Un ejemplo que las preguntas es, ¿Cuántos años tiene Larry ayer?. Después todas fueron a los cuartos para limpiamos. Luego, fuimos a las clases y actividades. Para el almuerzo tuvimos una variedad de cosas para comer. Mi favorito fueron los nachos. Después de el almuerzo descansamos para una media hora. Durante la tarde nadamos y practicamos deportes. La cena fue mejor que desayuno y almuerzo. Mi cena favorita fue el pollo frito y papas fritas. El ultimó día de la semana fue un partido de globos de agua. <br/>  La ultimó cosa que hacer este verano fue un vacación en Mississippi. Mi familia tiene muchos amigos en Mississippi y queríamos visitar los amigos. Mi padre manejó el carro y mi familia estuve en el carro para quince horas. Fue muy agitada con mi hermano después de cinco horas, por que el quisó hablar todo del tiempo. Cuando llegamos en Mississippi fue muy tarde. Miramos una película y después fuimos a la cama. En la mañana fuimos a iglesia. Apendimos y cantamos por dos horas. Después fue una almuerzo muy largo con todas las personas en la iglesia. Había mucha comida, especialmente pollo frito, papas, y galletas. El lunes fuimos a la casa del sol, donde niños y niña que no tienen padres vive. Pintamos las ventanas por toda la mañana. Había cerca de cien y diez grados, y todas sentían cansada. Señorita Rose hizo un almuerzo fantástico. Después de comimos todas sentían buenos y Señorita Matilda dijo que nosotros debemos jugar con los chicos y chicas. Jugamos por cerca de dos horas. Después de jugamos fuimos a la tienda de helado. Durante la noche de lunes fue a una locación de los indignos americanos. Fue muy interesante, y me gustaba mucho. El martes fue a Nueva Orleáns. Fue dos horas en el carro pero fue muy interesante por que tiene muchas plantas diferentes. Nueva Orleáns fue muy divertido. Mi parte favorito fue la comida.  <br/>  Mis vacaciones de verano fue muy divertidos e interesantes.",B1
English,Lower intermediate,"Hola, mi nombre es Gregory Lee. Yo vive en el united states. Mi casa es muy grande. casa es en poquito area. Mi espanol es muy malo. mi vive en el región trece anos. muchos personas transportacion es el carro. Yo tengo el carro, es muy neccessito en el region. mi familia vivemos en el región. el región es grande. vive en el region es muhos dineros. muchos nacionalities vive en la united states.",B1
English,Lower intermediate,"Vivo en Cambridge, una ciudad historica y univseritaria en el este d'Inglaterra. Cambridge se encuentra aproximadamente a 80 kilómetros de Londres. La cuidad es muy bonita, pero la region es llano y aburrido. Es deprimente en hiverno cuando todo es mareno. El este de l'ingleterra es historicolamente una region principalement agricultura pero hoy en dia es como una muy grande afuera de Londres, especialemente las ciudads en el sud de la region, cerca de Londres. <br/>  Etstudio en Bangor, un ciudad en el pais de galles, entre Snowdonia y los Straits de Menai. La mare azul y los montanes verdes estan bonitos todo l'ano. Es una region agricultura y pobre, porque es muy aislado.",B1
Greek,Lower intermediate,"Chaplin camina en una calle. De repente el encontra un bebe, que llora. el no sabe que hace con el y se da en un madre. ella no quiere el bebe y ella grita. chaplin toma el bebe y se pone en la mismo sitio que encontro. el repente un policia mire chaplin. el toma el bebe.  Despues el da el bebe en un hombre viejo. el hombre pone el bebe en un cochecito y va. EL cochecito esta de la misma mujer que chaplin ya conocio. ella se encontra y pegale en la cabeza. Al final Chaplin encontra una nota y el va con el bebe.",B1
